time/total_timesteps,train/learning_rate,time/time_elapsed,time/episodes,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,train/ent_coef,rollout/ep_len_mean,train/actor_loss,time/fps,train/critic_loss
442039,0.0003,8564,532,441938,305.47609658,1.7468130588531494,0.006377653684467077,831.12,-25.269014358520508,51,0.14318975806236267
445319,0.0003,8624,536,445218,305.62517527,3.6035118103027344,0.006637923885136843,829.35,-26.07401466369629,51,8.067085266113281
448671,0.0003,8685,540,448570,305.77019122999997,0.8150375485420227,0.006868839729577303,828.56,-26.076202392578125,51,4.418695449829102
451681,0.0003,8739,544,451580,303.46390739,0.17651402950286865,0.0070047527551651,824.65,-26.21661949157715,51,0.22785735130310059
455027,0.0003,8799,548,454926,303.57265821,-0.601443886756897,0.0072053056210279465,824.62,-26.681961059570312,51,0.10127571225166321
458362,0.0003,8860,552,458261,303.66832478,-0.8520489931106567,0.007045382633805275,824.29,-27.187023162841797,51,3.4713973999023438
461697,0.0003,8920,556,461596,303.82096633,0.4461578130722046,0.007051540073007345,824.55,-26.487411499023438,51,3.852297306060791
465016,0.0003,8984,560,464915,303.98271866000005,0.02101866900920868,0.007044347934424877,824.34,-27.621007919311523,51,0.12396976351737976
468329,0.0003,9049,564,468228,304.13362159,-1.1103765964508057,0.007029878906905651,824.16,-27.256591796875,51,0.0959409549832344
471671,0.0003,9119,568,471570,304.21105981000005,-0.3379453122615814,0.007178967352956533,823.82,-26.381790161132812,51,0.11448984593153
475004,0.0003,9183,572,474903,304.29067025999996,-0.5905143022537231,0.007346156518906355,823.53,-26.34233856201172,51,0.13468773663043976
478295,0.0003,9255,576,478194,304.38767134,-1.48086416721344,0.006506177596747875,822.6,-27.02430534362793,51,0.28098905086517334
481577,0.0003,9329,580,481476,304.46333658000003,1.1810011863708496,0.006833416875451803,821.37,-28.038440704345703,51,0.08425973355770111
484870,0.0003,9392,584,484769,304.52938437999995,-0.42055660486221313,0.006739904172718525,820.39,-27.141590118408203,51,0.13153068721294403
