time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/loss,train/explained_variance,train/std,train/n_updates,train/approx_kl,train/policy_gradient_loss
92160,200.0,1292,45,-1087.07879744,71,0.0003,0.2,-1.1783580366522073,1928.8346027374268,0.024169921875,814.7684936523438,3.4570693969726562e-06,0.7828488349914551,440,0.0036404897,-0.001732193252973957
94208,200.0,1290,46,-1080.14466337,72,0.0003,0.2,-1.1833914645016193,2406.613639831543,0.029248046875,1051.6529541015625,2.86102294921875e-06,0.7969533801078796,450,0.0045923823,-0.002334887949109543
96256,200.0,1288,47,-1083.6740644800002,74,0.0003,0.2,-1.199289320036769,1615.210324859619,0.019189453125,676.1649169921875,4.231929779052734e-06,0.8070669174194336,460,0.0021828697,-0.0008386731657083146
98304,200.0,1288,48,-1073.1350705800003,76,0.0003,0.2,-1.1982417829334735,1980.456209564209,0.020751953125,1102.166259765625,3.4570693969726562e-06,0.7986263632774353,470,0.0037502116,-0.002146836461906787
100352,200.0,1288,49,-1071.0515191299999,77,0.0003,0.2,-1.1757249906659126,1070.8587001800538,0.02509765625,397.7714538574219,3.2782554626464844e-06,0.7730622291564941,480,0.0050981822,-0.0016449301765533164
102400,200.0,1288,50,-1068.05254839,79,0.0003,0.2,-1.157197142019868,1269.468882751465,0.0447265625,447.80535888671875,2.9802322387695312e-06,0.7654656171798706,490,0.0037234332,-0.002963054760766681
104448,200.0,1288,51,-1059.33204261,81,0.0003,0.2,-1.151941966637969,1393.829719734192,0.0349609375,623.1338500976562,2.6226043701171875e-06,0.7648541331291199,500,0.0040077427,-0.0022637993126409127
106496,200.0,1289,52,-1057.67042392,82,0.0003,0.2,-1.1489486806094646,1166.3777599334717,0.036474609375,572.0505981445312,2.562999725341797e-06,0.7626442909240723,510,0.0040865773,-0.0016233079164521768
108544,200.0,1289,53,-1042.18582366,84,0.0003,0.2,-1.1314213432371616,995.0668695449829,0.058251953125,363.0107421875,2.8014183044433594e-06,0.7402430772781372,520,0.0075506936,-0.004281889470439637
110592,200.0,1289,54,-1037.1446122,85,0.0003,0.2,-1.1377136267721653,1085.3518615722655,0.03798828125,454.24609375,2.384185791015625e-06,0.7693650722503662,530,0.004939462,-0.0038465036428533494
112640,200.0,1289,55,-1028.67263857,87,0.0003,0.2,-1.1543106917291879,981.6614736557007,0.073974609375,455.921630859375,2.086162567138672e-06,0.7675844430923462,540,0.008408244,-0.00507288427252206
114688,200.0,1289,56,-1020.5410394300001,88,0.0003,0.2,-1.1427470974624157,1132.052689743042,0.02509765625,421.6078186035156,1.430511474609375e-06,0.750350832939148,550,0.0042709927,-0.0014061282854527235
116736,200.0,1289,57,-1007.04393317,90,0.0003,0.2,-1.1453982055187226,959.6347566604614,0.032568359375,386.9833984375,1.3113021850585938e-06,0.7670155763626099,560,0.005203307,-0.0006139090968645178
118784,200.0,1289,58,-1005.1000455300001,92,0.0003,0.2,-1.1508674912154675,724.9749821662903,0.02509765625,354.2081604003906,1.4901161193847656e-06,0.7631976008415222,570,0.0027217478,-0.000937919104762841
120832,200.0,1289,59,-1001.6523550300001,93,0.0003,0.2,-1.1361760072410108,726.3594723701477,0.081005859375,323.9640197753906,1.3113021850585938e-06,0.746531069278717,580,0.0062796595,-0.006802539835916832
122880,200.0,1289,60,-988.8915856799999,95,0.0003,0.2,-1.1304120019078254,656.2706959724426,0.046875,263.3578796386719,1.2516975402832031e-06,0.7496501207351685,590,0.0068649584,0.0005234119875240139
124928,200.0,1288,61,-988.4258699,96,0.0003,0.2,-1.1272773053497076,666.8209842681885,0.0255859375,307.0617980957031,1.3709068298339844e-06,0.7452649474143982,600,0.0031484957,0.0006714894589094911
126976,200.0,1288,62,-985.60874817,98,0.0003,0.2,-1.1195837814360856,716.9821115493775,0.03310546875,365.3363952636719,1.9073486328125e-06,0.7349992990493774,610,0.0030264372,-9.129612153628841e-05
129024,200.0,1288,63,-976.99584009,100,0.0003,0.2,-1.1059019658714533,591.8719098091126,0.03232421875,350.7272033691406,2.4437904357910156e-06,0.7287815809249878,620,0.0040164515,-0.0006325768641545437
131072,200.0,1287,64,-972.5141571400001,101,0.0003,0.2,-1.0964395970106124,635.1874626159668,0.03017578125,256.4273681640625,3.4570693969726562e-06,0.7205814719200134,630,0.0016529653,-0.0011170317389769479
133120,200.0,1287,65,-964.7646478199999,103,0.0003,0.2,-1.0917926914989948,613.4929682731629,0.043994140625,232.0341796875,-0.24763333797454834,0.7225208878517151,640,0.004584764,-0.0032358798991481306
135168,200.0,1287,66,-956.61561048,104,0.0003,0.2,-1.085567259043455,665.2650980949402,0.039892578125,418.3262023925781,0.2623594403266907,0.7114694118499756,650,0.0049712034,-0.0032692457651137376
137216,200.0,1287,67,-959.39579738,106,0.0003,0.2,-1.0685592334717513,542.920943069458,0.047412109375,211.29681396484375,0.45319485664367676,0.6964918375015259,660,0.005752757,-0.005209258441755083
139264,200.0,1287,68,-955.6776097400001,108,0.0003,0.2,-1.0500150371342898,428.80679202079773,0.0251953125,203.7878875732422,0.5735147893428802,0.6869681477546692,670,0.0033696168,-0.0017906574175867718
141312,200.0,1286,69,-965.07182708,109,0.0003,0.2,-1.0406253580003977,467.0007122039795,0.03046875,232.39413452148438,0.5133571922779083,0.6834213733673096,680,0.002187207,-0.0020469505747314543
143360,200.0,1286,70,-970.99330203,111,0.0003,0.2,-1.0368441689759493,599.7628435134887,0.033740234375,276.4385681152344,0.5134023427963257,0.6816505789756775,690,0.00356043,-0.001627573516452685
145408,200.0,1285,71,-974.3537157599999,113,0.0003,0.2,-1.0295845344662666,737.9077558517456,0.040869140625,304.3074951171875,0.5340347588062286,0.6730077862739563,700,0.0040117214,-0.004574365507869516
147456,200.0,1285,72,-972.74251851,114,0.0003,0.2,-1.0178695537149907,443.99649653434756,0.0353515625,192.88230895996094,0.6140281856060028,0.6674515008926392,710,0.00416508,-0.0018418886182189453
149504,200.0,1285,73,-975.78453035,116,0.0003,0.2,-1.0010836340487004,260.8773619413376,0.04609375,70.96097564697266,0.688889890909195,0.6516191959381104,720,0.0048398636,-0.003075215949502308
151552,200.0,1285,74,-975.07709692,117,0.0003,0.2,-0.9882840072736144,417.35433568954465,0.0322265625,162.31881713867188,0.6738016307353973,0.6488345861434937,730,0.0038412297,-0.0016472484188852833
153600,200.0,1285,75,-974.4527222500001,119,0.0003,0.2,-0.9939596218988299,313.54302220344545,0.034765625,139.96849060058594,0.7449029088020325,0.6576465368270874,740,0.003668978,-0.001574570559023414
155648,200.0,1285,76,-963.3218239799999,121,0.0003,0.2,-0.9930255902931094,315.29723091125487,0.037841796875,142.48892211914062,0.7571084946393967,0.6493978500366211,750,0.005101287,-0.003355017231660895
157696,200.0,1285,77,-960.72109576,122,0.0003,0.2,-0.983695231936872,293.37978048324584,0.033642578125,192.24887084960938,0.7271496653556824,0.6456364989280701,760,0.0031476016,-0.0017886562272906303
159744,200.0,1285,78,-959.7499240399998,124,0.0003,0.2,-0.9805991368368268,341.1972856044769,0.0357421875,114.46749114990234,0.7586087882518768,0.6465316414833069,770,0.0052462383,-0.0020869419240625575
161792,200.0,1285,79,-955.5087199699999,125,0.0003,0.2,-0.984280315041542,445.5796751499176,0.045361328125,254.53147888183594,0.7756557017564774,0.6471445560455322,780,0.0036074985,-0.004534904651518445
163840,200.0,1285,80,-931.27799897,127,0.0003,0.2,-0.979466624930501,339.2581633090973,0.0564453125,131.5405731201172,0.83267842233181,0.6425986289978027,790,0.005361779,-0.00432474450499285
165888,200.0,1284,81,-936.1922918700001,129,0.0003,0.2,-0.9734887488186359,232.6851712703705,0.049755859375,86.96102142333984,0.7935466915369034,0.639136016368866,800,0.0048329765,-0.0021674950312444707
167936,200.0,1282,82,-931.1312433400001,130,0.0003,0.2,-0.971389477327466,309.39234843254087,0.060498046875,151.6988983154297,0.8563818037509918,0.6414255499839783,810,0.004849984,-0.004822159401373938
169984,200.0,1282,83,-926.1152964400001,132,0.0003,0.2,-0.9737900361418724,250.92678561210633,0.0265625,127.02816772460938,0.8354663252830505,0.6396199464797974,820,0.005230472,-0.0010153883704333566
172032,200.0,1282,84,-918.9626261999998,134,0.0003,0.2,-0.9692358450964094,188.02488901615143,0.028564453125,62.004756927490234,0.8385960906744003,0.6359879374504089,830,0.004795216,-0.0015407710707222577
174080,200.0,1282,85,-910.5712827499999,135,0.0003,0.2,-0.9615572271868587,238.88194599151612,0.07236328125,126.71978759765625,0.8292913883924484,0.6317324638366699,840,0.004964837,-0.004940961171814706
176128,200.0,1282,86,-897.7766423,137,0.0003,0.2,-0.9467675996944308,174.92284603118895,0.02705078125,90.5645980834961,0.8983778059482574,0.616513192653656,850,0.0039147087,-0.0020231846123351716
178176,200.0,1282,87,-890.28814225,138,0.0003,0.2,-0.9287770023569465,206.21041517257692,0.064697265625,115.49253845214844,0.8745366334915161,0.6105467677116394,860,0.0042280713,-0.004655977938091383
180224,200.0,1280,88,-863.94892255,140,0.0003,0.2,-0.9164890009909868,215.04181196689606,0.02744140625,50.77055358886719,0.9026244506239891,0.6002485156059265,870,0.0023828712,-0.001389092863246333
182272,200.0,1277,89,-866.1165794599999,142,0.0003,0.2,-0.9106666905805468,225.54187762737274,0.045263671875,75.98871612548828,0.8919258862733841,0.6027489304542542,880,0.0046133134,-0.004423922240675893
184320,200.0,1273,90,-869.7307795000002,144,0.0003,0.2,-0.910211299546063,373.21228790283203,0.079833984375,94.12287139892578,0.9099265038967133,0.5999131798744202,890,0.0072592557,-0.006056814126350218
186368,200.0,1270,91,-852.9747094000002,146,0.0003,0.2,-0.9145564557984471,294.03381688594817,0.0677734375,128.9034881591797,0.9209906831383705,0.6070207953453064,900,0.005973624,-0.004569486257969402
188416,200.0,1267,92,-833.68936396,148,0.0003,0.2,-0.9187606621533633,260.93682661056516,0.095751953125,142.22171020507812,0.8938759863376617,0.605270266532898,910,0.0069816764,-0.0069866488745901735
190464,200.0,1264,93,-819.8939273199999,150,0.0003,0.2,-0.9111747283488512,299.50223536491393,0.069970703125,151.0791473388672,0.9200800955295563,0.5982718467712402,920,0.0074445214,-0.007403998413064983
192512,200.0,1262,94,-797.6236734799999,152,0.0003,0.2,-0.9018494190648199,257.11067762374876,0.07919921875,122.0473861694336,0.9345290958881378,0.5945689082145691,930,0.008515481,-0.00823571432119934
194560,200.0,1259,95,-779.54899577,154,0.0003,0.2,-0.8964054396376013,268.46672079563143,0.039599609375,141.97874450683594,0.9225450828671455,0.5910143852233887,940,0.0050214604,-0.004799751730752177
196608,200.0,1256,96,-769.1851012999999,156,0.0003,0.2,-0.8973653569817543,199.54322707653046,0.101123046875,72.20361328125,0.9511972367763519,0.5971482992172241,950,0.008133225,-0.005392144054349046
198656,200.0,1253,97,-761.7932016799999,158,0.0003,0.2,-0.8993543580174446,151.34979877471923,0.09267578125,63.48229217529297,0.9567464515566826,0.5936518907546997,960,0.009200128,-0.01092920556984609
200704,200.0,1251,98,-748.90788092,160,0.0003,0.2,-0.8913761440664529,220.9372710943222,0.0546875,80.30268096923828,0.9565800540149212,0.5868076682090759,970,0.0069043096,-0.007715812216338236
202752,200.0,1242,99,-700.48577216,163,0.0003,0.2,-0.8822229608893395,173.97247841358185,0.1318359375,76.04299926757812,0.9638041816651821,0.5830649137496948,980,0.010190449,-0.013337769971985835
204800,200.0,1238,100,-637.05184774,165,0.0003,0.2,-0.8717474650591612,304.5246985912323,0.061376953125,126.61516571044922,0.8902100697159767,0.5756034255027771,990,0.0087311845,-0.00958588519715704
206848,200.0,1234,101,-597.66073379,167,0.0003,0.2,-0.8615391811355948,194.792738199234,0.077978515625,40.49046325683594,0.9617439396679401,0.570432186126709,1000,0.012408205,-0.009089579719875474
208896,200.0,1232,102,-568.57919798,169,0.0003,0.2,-0.849038003385067,257.6207206249237,0.062744140625,77.58143615722656,0.9656159915030003,0.5607770681381226,1010,0.008096802,-0.006911817812942899
210944,200.0,1229,103,-543.8496448699999,171,0.0003,0.2,-0.8275242174044252,190.80650326013566,0.072265625,60.466041564941406,0.9745234847068787,0.5487131476402283,1020,0.00718597,-0.007658670968521619
212992,200.0,1226,104,-511.31844127,173,0.0003,0.2,-0.8175107272341847,349.3002849817276,0.031396484375,258.2952575683594,0.9511620327830315,0.5485984086990356,1030,0.0045046504,-0.0022563664097106084
215040,200.0,1224,105,-457.05613188,175,0.0003,0.2,-0.81906499247998,325.2788731813431,0.0537109375,260.3433532714844,0.9502673633396626,0.5483170747756958,1040,0.0043550804,-0.0021407840395113453
217088,200.0,1223,106,-414.60682729,177,0.0003,0.2,-0.8119529778137803,116.84802150130272,0.038232421875,31.825130462646484,0.9651094041764736,0.5408806800842285,1050,0.0050539076,-0.002226111997879343
219136,200.0,1221,107,-380.8479573799999,179,0.0003,0.2,-0.797852911055088,126.4717910528183,0.043603515625,28.62038803100586,0.9774930626153946,0.5334053635597229,1060,0.0028481968,-0.002100502364919521
221184,200.0,1219,108,-362.3309589399999,181,0.0003,0.2,-0.7846814410760998,128.76964197158813,0.066748046875,41.15901565551758,0.9805676732212305,0.527073085308075,1070,0.008561101,-0.0049706495352438654
223232,200.0,1217,109,-376.91610867,183,0.0003,0.2,-0.7785696554929018,466.1669981956482,0.05,210.20114135742188,0.9056471735239029,0.527251660823822,1080,0.005418403,-0.0026701998329372147
225280,200.0,1215,110,-383.82974109,185,0.0003,0.2,-0.7781878218054772,420.2180500268936,0.02470703125,192.34124755859375,0.9488076940178871,0.5269626379013062,1090,0.0029106885,-0.0017422703349438962
227328,200.0,1212,111,-374.48538506000006,187,0.0003,0.2,-0.7776187784969807,501.44521992206575,0.033642578125,83.51337432861328,0.9144712164998055,0.5262477397918701,1100,0.004825757,-0.004112638701917604
229376,200.0,1210,112,-360.17585797,189,0.0003,0.2,-0.775056074373424,376.5528654575348,0.060986328125,261.5957336425781,0.9495675750076771,0.5244375467300415,1110,0.0046893796,-0.0055172410822706295
231424,200.0,1208,113,-349.74762102,191,0.0003,0.2,-0.7776793248951435,211.6582111954689,0.02958984375,103.04138946533203,0.9319802448153496,0.5287144780158997,1120,0.0036972272,-0.0021470229912665673
233472,200.0,1206,114,-367.06853415999996,193,0.0003,0.2,-0.7794883308932186,649.2173820495606,0.029638671875,233.02606201171875,0.9407319650053978,0.5265377759933472,1130,0.0020268618,-0.0010750057525001466
235520,200.0,1205,115,-400.17928674999996,195,0.0003,0.2,-0.7756975987926126,952.4933400154114,0.0349609375,415.7073059082031,0.8570969551801682,0.5240815281867981,1140,0.004945287,-0.0018950144614791498
237568,200.0,1203,116,-428.85487311,197,0.0003,0.2,-0.7692976890131831,750.0012989997864,0.03193359375,337.6836853027344,0.8865855857729912,0.5194369554519653,1150,0.0024706353,-0.0040041298940195705
239616,200.0,1201,117,-429.56643712000005,199,0.0003,0.2,-0.7594849437475204,573.9188266754151,0.065283203125,140.88926696777344,0.9266833513975143,0.5155081152915955,1160,0.0068157157,-0.006886075570946559
241664,200.0,1200,118,-428.87866913,201,0.0003,0.2,-0.7595554888248444,724.7819651603699,0.029345703125,189.20803833007812,0.9407439343631268,0.518562912940979,1170,0.005733193,-0.003218106060376158
243712,200.0,1199,119,-392.73821071,203,0.0003,0.2,-0.7565735429525375,909.5080320835114,0.057958984375,267.69024658203125,0.911237359046936,0.5120724439620972,1180,0.0066092736,-0.0067020435752056075
245760,200.0,1198,120,-391.53697377,205,0.0003,0.2,-0.7349703423678875,220.50617318153382,0.0794921875,38.34437942504883,0.8774779662489891,0.49762362241744995,1190,0.0064218324,-0.0010717875855334568
247808,200.0,1196,121,-383.35686989999994,207,0.0003,0.2,-0.7177504494786262,351.1374222278595,0.1037109375,130.83831787109375,0.9256826192140579,0.49533283710479736,1200,0.009342015,-0.004403247802110854
249856,200.0,1194,122,-362.4163987,209,0.0003,0.2,-0.7116736708208918,97.64427186846733,0.07001953125,22.965646743774414,0.9578318111598492,0.49090108275413513,1210,0.005184506,0.0009445274197787512
251904,200.0,1193,123,-359.10848367,211,0.0003,0.2,-0.6991147106513381,26.925077633559702,0.12978515625,8.179332733154297,0.9861292485147715,0.48471203446388245,1220,0.01575882,0.004025317043124232
253952,200.0,1191,124,-323.16273363000005,213,0.0003,0.2,-0.6966915169730783,38.29840826168656,0.0521484375,22.295175552368164,0.9706958197057247,0.48509299755096436,1230,0.0040238164,-0.0013997609858051874
256000,200.0,1190,125,-290.27512344,215,0.0003,0.2,-0.6883499104529619,29.299360790103673,0.06640625,7.345840930938721,0.9911450278013945,0.4763154089450836,1240,0.006337058,-0.0017048162902938203
258048,200.0,1189,126,-285.87516041000003,216,0.0003,0.2,-0.6767862357199192,19.28885563015938,0.065087890625,6.9475789070129395,0.9919979777187109,0.47339171171188354,1250,0.0065011294,0.006028069523017621
260096,200.0,1187,127,-270.27628708,218,0.0003,0.2,-0.6692479880526662,327.7140313386917,0.0228515625,79.46147155761719,0.8808783143758774,0.4719637632369995,1260,0.004530755,-0.003045971722167451
262144,200.0,1186,128,-254.77972627,220,0.0003,0.2,-0.6662903597578407,39.85213165283203,0.056591796875,7.747084617614746,0.9850369393825531,0.47119447588920593,1270,0.0069789942,-0.0004020120897621382
264192,200.0,1185,129,-254.43782786,222,0.0003,0.2,-0.6652045039460063,107.24196462631225,0.044482421875,118.45741271972656,0.9510937295854092,0.4709363281726837,1280,0.0039782515,-0.0026995969834388233
266240,200.0,1184,130,-238.89215657000005,224,0.0003,0.2,-0.6610432965680957,69.39795916825533,0.064111328125,12.742966651916504,0.9721421599388123,0.4680517613887787,1290,0.0027565416,-0.00249327801502659
268288,200.0,1183,131,-262.77121202,226,0.0003,0.2,-0.6640013219788671,8.44139565322548,0.10390625,2.8381080627441406,0.984447562135756,0.4709501266479492,1300,0.006707602,0.0038691372916218824
270336,200.0,1180,132,-276.19059849999996,228,0.0003,0.2,-0.6647612858563662,234.90088423490525,0.02685546875,79.04961395263672,0.9096617624163628,0.4698619842529297,1310,0.002969583,-0.0013057496020337568
272384,200.0,1179,133,-281.31692745,231,0.0003,0.2,-0.6682584227994084,163.4534206032753,0.034521484375,62.735565185546875,0.9474406242370605,0.47547557950019836,1320,0.005084075,-0.004299686934973579
274432,200.0,1177,134,-286.9946516,233,0.0003,0.2,-0.6732052134349942,232.84250689744948,0.033349609375,127.3257827758789,0.9298040494322777,0.4727182984352112,1330,0.0049547106,-0.0048813563829753544
276480,200.0,1175,135,-267.88464361,235,0.0003,0.2,-0.66498479899019,101.42854253947735,0.04248046875,10.642243385314941,0.9535030797123909,0.46809545159339905,1340,0.0046415194,-0.00046910826313251164
278528,200.0,1174,136,-257.22529578999996,237,0.0003,0.2,-0.6579680843278766,26.619368070363997,0.097314453125,7.359920024871826,0.9839474577456713,0.4640756845474243,1350,0.011945901,0.002071757771773264
280576,200.0,1173,137,-252.52966935,239,0.0003,0.2,-0.6492085170000792,36.60613437369466,0.075634765625,10.5450439453125,0.982677660882473,0.46184685826301575,1360,0.0059809852,-0.0024428565804555545
282624,200.0,1172,138,-256.88950941999997,241,0.0003,0.2,-0.6511688694357872,16.488512688875197,0.097900390625,4.583121299743652,0.9920645570382476,0.46595314145088196,1370,0.022477616,0.001675424118002411
284672,200.0,1171,139,-264.02172949,243,0.0003,0.2,-0.6555405462160706,33.22676150351763,0.05234375,21.191883087158203,0.9907334577292204,0.46442410349845886,1380,0.006432503,-0.0054197027435293425
286720,200.0,1170,140,-260.58970732000006,245,0.0003,0.2,-0.6450894616544247,21.79005353357643,0.13115234375,20.316484451293945,0.992433809209615,0.45798978209495544,1390,0.009406939,-0.0014806126282564946
288768,200.0,1168,141,-235.37937549000003,247,0.0003,0.2,-0.6421606477349997,7.694595245923847,0.15849609375,0.36906442046165466,0.993849272839725,0.46322962641716003,1400,0.0119375475,0.0027861426933668554
290816,200.0,1167,142,-215.95112628000004,249,0.0003,0.2,-0.6407635552808643,4.64298447649926,0.124658203125,1.7990138530731201,0.9945439379662275,0.4568530023097992,1410,0.011254279,-0.0031870180515397805
292864,200.0,1165,143,-214.73540342999996,251,0.0003,0.2,-0.633984268270433,8.421615047939122,0.0669921875,7.166476726531982,0.9933030535466969,0.45749810338020325,1420,0.0043525063,-0.0007251610353705473
294912,200.0,1164,144,-211.6536753,253,0.0003,0.2,-0.6378135284408927,35.884339816868305,0.02412109375,19.326940536499023,0.9805614463984966,0.4579348564147949,1430,0.0021260104,-0.0012534865556517616
296960,200.0,1163,145,-215.77665084,255,0.0003,0.2,-0.6215078921988606,17.875216292589904,0.044580078125,35.47455596923828,0.9918074570596218,0.4450976252555847,1440,0.005263661,-0.0026197409810265527
299008,200.0,1162,146,-216.07550359,257,0.0003,0.2,-0.6072619570419192,20.571120436117052,0.040966796875,6.382336616516113,0.983376819640398,0.44339022040367126,1450,0.0037555136,-0.0030645428341813385
301056,200.0,1161,147,-213.70374140000007,259,0.0003,0.2,-0.6053304208442569,85.31176972687244,0.063232421875,38.77986526489258,0.9692464470863342,0.44368648529052734,1460,0.0048937825,-0.004975381393160205
303104,200.0,1160,148,-211.89280987,261,0.0003,0.2,-0.5989646915346384,14.867408988252283,0.077294921875,3.4232177734375,0.9870309764519334,0.43605005741119385,1470,0.009852458,-0.00502723491663346
305152,200.0,1159,149,-204.3988084,263,0.0003,0.2,-0.5867212807759643,78.71407168656587,0.042041015625,98.21406555175781,0.9509322270751,0.43362459540367126,1480,0.0065002465,-0.004161801990994718
307200,200.0,1158,150,-198.69776853000002,265,0.0003,0.2,-0.5768143953755498,26.12798011517152,0.070654296875,3.662964344024658,0.9689419940114021,0.4270487427711487,1490,0.008398965,-0.0019954022158344743
309248,200.0,1157,151,-207.98906597999996,267,0.0003,0.2,-0.5670681845396757,61.71094774529338,0.101123046875,60.81211853027344,0.9592684805393219,0.42584657669067383,1500,0.007738878,-0.005315131307725096
311296,200.0,1157,152,-200.51506629,269,0.0003,0.2,-0.5504776092246175,17.824219615012407,0.069482421875,34.259033203125,0.9935374679043889,0.41238003969192505,1510,0.006554416,-0.0015067557422298705
313344,200.0,1156,153,-192.59190612999998,270,0.0003,0.2,-0.5375201670452953,12.41881917733699,0.093408203125,15.232177734375,0.9878686787560582,0.4173333942890167,1520,0.017859146,-0.0016001118277927163
315392,200.0,1155,154,-191.94211756,272,0.0003,0.2,-0.5376102989539504,16.34041840871796,0.1095703125,13.034587860107422,0.9890677900984883,0.4105443060398102,1530,0.0073736412,-0.001749995666796167
317440,200.0,1154,155,-186.65589601000002,274,0.0003,0.2,-0.5357243543490767,6.735273701697588,0.096484375,1.8233665227890015,0.9944386719726026,0.4170534610748291,1540,0.01188111,-0.004541503808286507
319488,200.0,1153,156,-178.25268261999997,276,0.0003,0.2,-0.5547011246904731,1.5783717416226863,0.129833984375,0.3485099673271179,0.9969890287611634,0.424569696187973,1550,0.011614485,0.004477453863364645
321536,200.0,1152,157,-178.42111413000003,278,0.0003,0.2,-0.5598837105557323,26.247980231046675,0.08369140625,8.441929817199707,0.9797830134630203,0.4232589304447174,1560,0.0032372568,-0.0011782168257923331
323584,200.0,1152,158,-182.29429359999995,280,0.0003,0.2,-0.5575317079201341,6.335502011328936,0.059423828125,3.617095947265625,0.9963206104002893,0.42026594281196594,1570,0.01031682,-0.00034727921593002975
325632,200.0,1151,159,-187.40188415,282,0.0003,0.2,-0.5474581208080054,77.93300996944308,0.04208984375,57.17300033569336,0.9747620448470116,0.41638556122779846,1580,0.0037530544,-0.004923489419161342
327680,200.0,1150,160,-185.82166386,284,0.0003,0.2,-0.533168968372047,28.200891238823534,0.080078125,2.655412435531616,0.9827255308628082,0.4086116552352905,1590,0.018146567,-0.006724908380419947
329728,200.0,1149,161,-182.79847733000005,286,0.0003,0.2,-0.5285859059542417,30.94121522977948,0.03251953125,4.79430627822876,0.9794027805328369,0.4117240011692047,1600,0.0024709858,-0.0006072219592169858
331776,200.0,1148,162,-189.9828008,288,0.0003,0.2,-0.5293844444677234,2.771454496914521,0.159375,0.9784087538719177,0.9949479256756604,0.4088183641433716,1610,0.00914252,0.0035867258200596554
333824,200.0,1148,163,-199.67320370000004,290,0.0003,0.2,-0.5237083615735173,28.914687210321425,0.04912109375,26.997909545898438,0.986746484413743,0.40740716457366943,1620,0.008312408,-0.0038154768182721453
335872,200.0,1147,164,-187.45068684999995,292,0.0003,0.2,-0.5212536826729774,20.870735539682208,0.144580078125,7.631965637207031,0.9927673628553748,0.4084388017654419,1630,0.045150947,0.0014389997653779575
337920,200.0,1146,165,-194.60485610999996,294,0.0003,0.2,-0.5111709087155759,3.017134558619,0.1560546875,0.20056748390197754,0.9954922855831683,0.3983689248561859,1640,0.019550413,0.005623176396693452
339968,200.0,1145,166,-193.76607983000002,296,0.0003,0.2,-0.4980585377663374,21.948844484984875,0.064208984375,14.240824699401855,0.9890948431566358,0.3977079689502716,1650,0.0044137947,-0.0060950451079406776
342016,200.0,1144,167,-186.87977274999997,298,0.0003,0.2,-0.4891633754596114,14.604994489625096,0.0892578125,6.6429829597473145,0.992132656276226,0.39276209473609924,1660,0.0149664525,0.00021773469925392419
344064,200.0,1143,168,-184.88713498999996,300,0.0003,0.2,-0.48149115638807416,4.121784700104035,0.0708984375,3.0605528354644775,0.996873336378485,0.39036494493484497,1670,0.0064541856,0.0020888153223495463
346112,200.0,1143,169,-184.85513810999998,302,0.0003,0.2,-0.46910026036202906,11.674387151747942,0.0939453125,5.07360315322876,0.9931404981762171,0.3819984793663025,1680,0.011758493,-0.0001621192081074696
348160,200.0,1142,170,-184.63557658999997,304,0.0003,0.2,-0.45658699041232464,7.041919995192439,0.151953125,2.2552239894866943,0.9717196971178055,0.38234269618988037,1690,0.013692873,0.002667289163946407
350208,200.0,1141,171,-186.97097039,306,0.0003,0.2,-0.45474412450566887,9.67446605078876,0.05322265625,1.7194933891296387,0.9928786233067513,0.38037779927253723,1700,0.005780897,-0.0034211994301585947
352256,200.0,1141,172,-186.67195276,308,0.0003,0.2,-0.44840353820472956,6.505164917884395,0.11474609375,4.228765964508057,0.9948325017467141,0.37853163480758667,1710,0.021534676,0.0012368484054604777
354304,200.0,1140,173,-185.98435851,310,0.0003,0.2,-0.4474437954835594,6.387341373693198,0.109814453125,4.7641987800598145,0.9961476703174412,0.38040822744369507,1720,0.008541485,-0.002343585241032997
356352,200.0,1140,174,-192.20622819999997,312,0.0003,0.2,-0.44857814786955713,8.250736750429496,0.094482421875,3.4809634685516357,0.9886423544958234,0.3776467740535736,1730,0.011262994,-4.1661302384454756e-05
